ID,ISSUE,PROPLetter,PROPTitle,Month,Day,Year,Date,Description,PASS_FAIL,Vote_Counts_Yes,Vote_Counts_No,Percent_Vote_Yes,Percent_Vote_No,Percent_Required_To_Pass,Kind,HowPlaced,Fullimage,
105,,25,Election of Justice of the Peace,December,10,1912,"Dec 10, 2012","Justices of the Peace shall have and exercise all the powers given them by the General Laws of the State.  They shall receive compensation and may appoint such clerks, deputies and employees prescribed by such General Laws.",F,30500,34111,47.2,52.8,50%+1,Charter Amendment,Supervisors,December10_1912,
106,,26,"Police Commission, Police Relief and Pension Fund",December,10,1912,"Dec 10, 2012","The Board of Police Commissioners shall out of the Police Relief and Pension Fund, provide for the family of any officer, member or employee of the Police Department who has been killed while performing his duty or injured while performing his duty and died within one year from the date of the injury.",P,36062,33392,51.9,48.1,50%+1,Charter Amendment,Supervisors,December10_1912,
107,,27,Permits To Engage In Sale of Liquor,December,10,1912,"Dec 10, 2012",Shall permits to engage in the sale of liquor at retail be granted within the districts of San Francisco. A district is defined as embracing not less than fifty (50) city blocks and shall be so arranged that no established election precinct shall be divided and that such district shall be composed of a single parcel of contiguous property.,F,14751,64139,18.6,81.4,50%+1,Charter Amendment,Supervisors,December10_1912,
108,,28,"Board of Police Commissioners, Members, Secretary, Meetings",December,10,1912,"Dec 10, 2012","Board of Police Commissioners will consist of three members, who will be appointed by the Mayor, and each of whom will receive an annual salary of $1,200.  The Board will elect a President, whose term is one year, and will appoint a Secretary, who will receive an annual salary of $2,400.  The Board will hold weekly meetings; the Secretary is responsible for keeping minutes of the proceedings.",F,31971,36310,46.8,53.2,50%+1,Charter Amendment,Supervisors,December10_1912,
109,,29,"Board of Police Commissioners, Vacations and Leaves of Absence",December,10,1912,"Dec 10, 2012","Board of Police Commissioners is empowered to make rules and regulations concerning discipline, leaves of absence and vacations without loss of pay for Department employees, provided that the Department employees have been employed in the Department continuously for twelve  months, and that the vacations not exceed a period of fifteen days.",F,15689,51931,23.2,76.8,50%+1,Charter Amendment,Supervisors,December10_1912,
110,,30,Bureau of Chief of Supplies,December,10,1912,"Dec 10, 2012","Provide for and regulate the purchase, storage and distribution of all supplies for various offices and departments",P,35542,31569,52.9,47.1,50%+1,Charter Amendment,Supervisors,December10_1912,
111,,31,"Board of Police Commissioners, Investigations, Hearings, Subpoenas",December,10,1912,"Dec 10, 2012","The Board of Police Commissioners shall have the power to initiate and conduct investigations, subpoena witnesses and hear testimony relating to all matters concerning the affairs of the Police Department.",P,36156,31275,53.6,46.4,50%+1,Charter Amendment,Supervisors,December10_1912,
112,,32,Substation For Fire Alarm and Police Telegraph and Telephone System in Jefferson Square,December,10,1912,"Dec 10, 2012",Board of Supervisors shall be empowered by ordinance to establish substation for fire alarm and police telegraph and telephone system in Jefferson Square.,P,38787,29432,56.8,43.2,50%+1,Charter Amendment,Supervisors,December10_1912,
113,,33,Department of Public Works shall be under the direction and management of the Director of Public Works.,December,10,1912,"Dec 10, 2012","Provides that the Department of Public Works shall be under the direction and management of the Director of Public Works, who shall be appointed and hold office at the pleasure of the Mayor. The Director of Public Works shall be paid a salary to be fixed by the Board of Supervisors upon recommendation by the Mayor, not to exceed $15,000 a year. The Director of Works shall hold public meetings at least once a week, at which heads of bureaus shall be present, and advise concerning the work of the department. The Director of Works shall appoint a secretary at a salary of $250 a month.",F,27956,39933,41.1,58.9,50%+1,Charter Amendment,NA,December10_1912,
114,,34,"Franchises For Construction, Maintenance and Operation of Public Utilities",December,10,1912,"Dec 10, 2012","Board of Supervisors shall have power to grant franchises for construction, maintenance and operation of street railways, gas, electric and water works, telephone systems and other public utilities upon, over, under or across the streets and public places of the City and County of San Francisco.",P,33814,36311,55.3,44.7,50%+1,Charter Amendment,Supervisors,December10_1912,
115,,35,Levy of Taxes For Bonded Indebtedness,December,10,1912,"Dec 10, 2012",The Board of Supervisors at the time of levying the municipal tax shall levy another tax sufficient to pay the annual interest on all bonds sold or authorized to be sold and to provide for sinking fund payments under the terms of said bonds.,F,12673,51165,19.8,81.2,50%+1,Charter Amendment,Supervisors,December10_1912,
116,,36,"Library Bonds, Authorization To Sell",December,10,1912,"Dec 10, 2012","Board of Supervisors is authorized to sell certain bonds authorized at an election, and described as ""Library Bonds.""",P,35878,31677,53.1,46.9,50%+1,Charter Amendment,Supervisors,December10_1912,
117,,37,Establishment of City Planning Commission,December,10,1912,"Dec 10, 2012",The City Planning Commission will devise plans for the improvement and beautification of San Francisco.  City Planning Commission members will not receive compensation and not be subject to any prohibition forbidding officials from holding more than one office or position.,P,34355,33747,50.4,49.6,50%+1,Charter Amendment,Supervisors,December10_1912,
118,,18,Opening and Widening Streets,December,20,1912,,,,,,,,,,Supervisors,,
119,,1,Geary-Street Road Agreement,April,22,1913,"Apr 23, 2013",Extending Geary and Sutter street car tracks to run through to the ferry.,P,38086,21861,63.5,36.5,50%+1,Proposition,Supervisors,noimage,
120,,2,Telephone Rate Schedule,April,22,1913,"Apr 22, 2013",An ordinance fixing telephone rates,P,30710,27801,52.4,47.6,50%+1,Proposition,Supervisors,noimage,
121,,3,Recall of Police Judge Weller,April,22,1913,"Apr 22, 2013",Recall of Police Judge Weller.,P,30751,29927,50.6,49.4,50%+1,Proposition,Supervisors,noimage,
122,,1,"Municipal Street Railway System Bonds, $3,500,000",August,26,1913,"Aug 26, 2013","To incur a bonded indebtedness of $3,500,000 for the acquisition and construction of any municipal street railway system from the Embarcadero to terminals at the Panama-Pacific International Exposition grounds, and the Presidio Military Reservation, and various other avenues.",P,51452,13782,78.8,21.2,66.67%,Bond Issue,Supervisors,August26_1913,
123,,1,Changing the Limit of Taxation For Various City Purposes,March,16,1915,"Mar 16, 2015","Authorizes changing the limit of taxation in order to provide for cost of elections, increased expenses voted by the people, cost of School Department and Library, and various other city purposes.",P,30184,20730,59.2,40.8,50%+1,Charter Amendment,Supervisors,March16_1915,
124,,2,City Stationery and Supplies,March,16,1915,"Mar 16, 2015","All printed stationery and printed supplies furnished the City and County, except election ballots, shall bear the imprint of the label of the Allied Printing Trades Council.",F,18623,31650,37,63,50%+1,Charter Amendment,Supervisors,March16_1915,
125,,3,Work and Supply Contracts,March,16,1915,"Mar 16, 2015","Contracts for work and supplies may be awarded to other than the lowest bidder, provided the amount does not exceed 10 (percent) of the lowest bid and the work or articles are to be produced in industries established in San Francisco and performed under conditions fair to union labor, and under conditions of responsibility and expedition.",F,14545,34743,29.5,70.5,50%+1,Charter Amendment,Supervisors,March16_1915,
126,,4,Municipal Powers Board of Supervisors,March,16,1915,"Mar 16, 2015",Provides for the exercise of municipal powers in accordance with provision of the State Constitution.,F,16145,28269,36.3,63.7,50%+1,Charter Amendment,Supervisors,March16_1915,
127,,5,Reduction of Bonded Indebtedness,March,16,1915,"Mar 16, 2015","Reduces the limit of bonded debt to 8 (percent) of assessed valuation, and exempts bonds issued for water supply and works in computing such indebtedness.",F,14144,31058,31.2,68.8,50%+1,Charter Amendment,Supervisors,March16_1915,
128,,6,Payment of City Taxes,March,16,1915,"Mar 16, 2015",Authorizes the Supervisors to postpone time of payment of City and County taxes until the second Monday in January.,P,23387,23034,50.3,49.7,50%+1,Charter Amendment,Supervisors,March16_1915,
129,,7,"Supply, Contracts, Open Market Purchases",March,16,1915,"Mar 16, 2015","Modifies the system of making contracts for annual supplies, provides certain supplies may be contracted for shorter periods than one year or for immediate delivery, regulates non-contract purchases, provides for open market purchases at less price than bids submitted, reduces certified checks from 10 (percent) to 5(percent) and a method of supplying supplies for works outside the City.",F,16288,29655,35.4,64.6,50%+1,Charter Amendment,Supervisors,March16_1915,
130,,8,"Regulation of Water, Heat, Light, Telegraph and Telephone Appliances in Public Streets",March,16,1915,"Mar 16, 2015","To regulate and control the location, quantity and quality of all appliances that furnish water, heat, light, power, telephonic and telegraphic service on the public streets and grounds of the City and County; to acquire, regulate and control any and all appliances for sprinkling and cleaning City and County streets, and for flushing sewers.",F,16329,30046,35.2,64.8,50%+1,Charter Amendment,Supervisors,March16_1915,
131,,9,"City Advertising in Daily Paper, Municipal Records",March,16,1915,"Mar 16, 2015","The Board of Supervisors shall contract for doing all or any portion of the advertising required by the City and County.  Advertising shall be defined as the advertising and publication of official reports, orders, etc, and all notices relating to City work.  The Board may publish a weekly newspaper called the ""Municipal Record,"" which will include all matters of municipal interest and shall be known as the ""official newspaper.""",F,17638,27846,38.7,61.3,50%+1,Charter Amendment,Supervisors,March16_1915,
132,,10,Concerning Publication of Bills and Ordinances Prior To Passage,March,16,1915,"Mar 16, 2015",Reduces the number of publications of bills and ordinances prior to passage from five times to three times.,F,16736,28136,37.2,62.8,50%+1,Charter Amendment,Supervisors,March16_1915,
133,,11,Civil Service Extension,March,16,1915,"Mar 16, 2015","To confirm without examination all employees under civil service who have been employed by the City for more than one year and to make probationary, civil service employees who have served more than six months and less than one year.",F,16082,34904,31.5,68.5,50%+1,Charter Amendment,Supervisors,March16_1915,
134,,12,Civil Service Promotional Lists,March,16,1915,"Mar 16, 2015",Requires civil service examination within sixty days after exhaustion or abolition of eligible list or creation of new position; requires certification of highest eligible; appointing power to express reasons for specifying sex requirement; all promotional lists to be abolished after three years.,F,18907,27505,40.7,59.3,50%+1,Charter Amendment,Supervisors,March16_1915,
135,,13,City Retirement and Pension Plan For Municipal Employees Other Than Police and Fire Employees,March,16,1915,"Mar 16, 2015","Authorizes the Supervisors to submit to the voters an ordinance providing for the retirement and pensioning of municipal employees other than members of the Police and Fire Departments, such ordinance to provide for a fund to be accumulated from contributions of employees and such contributions from the City and County as the voters may authorize.",F,13008,35548,26.7,73.3,50%+1,Charter Amendment,Supervisors,March16_1915,
136,,14,Unemployment Fund,March,16,1915,"Mar 16, 2015","Provides for a fund for the relief of unemployed, and a tax not to exceed one cent on each one hundred dollars assessed valuation and prescribing the method of expenditure.",F,14077,34657,28.8,71.25,50%+1,Charter Amendment,Supervisors,March16_1915,
